timestamp,measured_supply_C,persistence_C,source_ridge_C,local_history_ridge_C
2018-04-13 16:00:00+00:00,90.35,89.69,88.82292014351887,91.15582797770902
2018-04-13 17:00:00+00:00,92.4,89.68,87.7475775223343,90.20911779635014
2018-04-13 18:00:00+00:00,90.42,89.15,87.54256470681818,90.64505811890506
2018-04-13 19:00:00+00:00,88.91,88.3,87.37885695212249,90.12211043350423
2018-04-13 20:00:00+00:00,87.94,87.73,87.68700360820739,90.52409094054447
2018-04-13 21:00:00+00:00,87.91,88.01,87.93677306841872,90.947025610523
2018-04-13 22:00:00+00:00,88.18,90.35,88.88373830640546,92.02816459367062
2018-04-13 23:00:00+00:00,90.14,92.4,89.33148768366915,93.07792704455905
2018-04-14 00:00:00+00:00,88.95,90.42,88.76774459871999,92.04574862923155
2018-04-14 01:00:00+00:00,88.43,88.91,88.59497677909138,91.09483758798568
2018-04-14 02:00:00+00:00,89.54,87.94,88.27009324259242,90.19509918399208
2018-04-14 03:00:00+00:00,89.23,87.91,88.30789347186649,89.7083716448877
2018-04-14 04:00:00+00:00,89.5,88.18,88.64475087434408,89.75586207927347
2018-04-14 05:00:00+00:00,90.03,90.14,89.4630634593401,90.7573076412067
2018-04-14 06:00:00+00:00,89.59,88.95,88.30307262815491,89.23108740055308
2018-04-14 07:00:00+00:00,89.61,88.43,87.4184681753033,88.34668532185422
2018-04-14 08:00:00+00:00,88.88,89.54,87.4927452743274,88.5416020141782
2018-04-14 09:00:00+00:00,88.09,89.23,87.57600656719792,88.64721535432628
2018-04-14 10:00:00+00:00,88.19,89.5,88.16965982488526,89.19339819090584
2018-04-14 11:00:00+00:00,88.83,90.03,88.9723107568991,90.09109786798976
2018-04-14 12:00:00+00:00,89.55,89.59,88.53607422296281,89.64119427223109
2018-04-14 13:00:00+00:00,89.5,89.61,88.6345657118726,89.88264988233517
2018-04-14 14:00:00+00:00,89.5,88.88,88.61641010066629,89.8179858901943
2018-04-14 15:00:00+00:00,89.91,88.09,88.33066213587905,89.73992073523715
2018-04-14 16:00:00+00:00,90.24,88.19,88.4267041685679,90.17397360729082
2018-04-14 17:00:00+00:00,90.36,88.83,88.94200415623024,91.38209097649352
2018-04-14 18:00:00+00:00,90.65,89.55,88.82966159286127,91.73874196072046
2018-04-14 19:00:00+00:00,91.71,89.5,88.52192588173793,91.88187665320474
2018-04-14 20:00:00+00:00,91.48,89.5,88.31589401846273,91.87597814716624
2018-04-14 21:00:00+00:00,91.21,89.91,88.34785658422648,91.96252545388809
2018-04-14 22:00:00+00:00,90.75,90.24,88.65431050095499,92.18072823061819
2018-04-14 23:00:00+00:00,90.02,90.36,89.13555039872058,92.58288856257667
2018-04-15 00:00:00+00:00,89.0,90.65,89.72527850396918,92.85726472206973
2018-04-15 01:00:00+00:00,88.53,91.71,90.1911541909012,93.0507496288101
2018-04-15 02:00:00+00:00,89.49,91.48,89.92197223457613,92.4228924339072
2018-04-15 03:00:00+00:00,88.95,91.21,89.87865609397282,91.90314422101217
2018-04-15 04:00:00+00:00,89.34,90.75,89.56581681813744,91.09500065107605
2018-04-15 05:00:00+00:00,90.25,90.02,89.20377713768804,90.4092711785538
2018-04-15 06:00:00+00:00,92.3,89.0,88.74393248701715,89.74573579789612
2018-04-15 07:00:00+00:00,93.89,88.53,88.62416718796561,89.22938893613905
2018-04-15 08:00:00+00:00,93.6,89.49,88.95275794892538,89.77174485737075
2018-04-15 09:00:00+00:00,92.31,88.95,88.50443327271941,89.20891365209195
2018-04-15 10:00:00+00:00,92.06,89.34,88.67061173963741,89.43923114099351
2018-04-15 11:00:00+00:00,89.84,90.25,88.79069796770573,89.57034490898681
2018-04-15 12:00:00+00:00,88.86,92.3,89.3824780748503,90.35200289232519
2018-04-15 13:00:00+00:00,90.01,93.89,89.69034864135133,91.1916649113173
2018-04-15 14:00:00+00:00,90.64,93.6,89.96924129291234,91.63122682470141
2018-04-15 15:00:00+00:00,90.66,92.31,89.22580249032939,90.48706626257061
2018-04-15 16:00:00+00:00,90.53,92.06,89.41731681132583,91.24401774106036
2018-04-15 17:00:00+00:00,89.89,89.84,88.79585288095721,90.50727093621025
2018-04-15 18:00:00+00:00,89.99,88.86,88.93348908615721,90.44169666717738
2018-04-15 19:00:00+00:00,89.95,90.01,89.83153015839208,92.29382332889543
2018-04-15 20:00:00+00:00,89.84,90.64,89.47803342311745,91.91565143523167
2018-04-15 21:00:00+00:00,89.3,90.66,88.80355373018389,91.93870927530733
2018-04-15 22:00:00+00:00,91.57,90.53,88.7615171439574,92.01691162969156
2018-04-15 23:00:00+00:00,89.94,89.89,88.55478909231553,91.68610081178147
