step,measured_boundary_heat_load_kw,simulator_delivered_heat_kw,pignn_v3_delivered_heat_kw,pignn_v3_energy_residual_kw,state_type
978,67509.40625,68331.70491440283,68909.25749585277,-6944.430890496347,calibrated_simulator
979,66254.65625,66470.40982603081,67697.95340870688,-6082.345791704883,calibrated_simulator
980,63940.6171875,65460.54678116452,67462.00168190394,78.00741855133674,calibrated_simulator
981,66859.8515625,63814.71779237265,66366.24265480577,-10408.306139144182,calibrated_simulator
982,68353.4140625,66840.37021280757,67995.39161943547,-5133.679227966939,calibrated_simulator
983,68306.59375,68309.2559019697,68896.74794412518,-4582.907957286386,calibrated_simulator
984,71541.8984375,72096.35710493068,71809.70474108061,-4610.765425356207,calibrated_simulator
985,70537.6875,71076.68327791512,70736.72114944526,-4930.566833003632,calibrated_simulator
986,68889.3984375,69806.23655828332,69692.86619118115,-4577.217226372757,calibrated_simulator
987,69165.2265625,68657.84688602199,68981.06394838891,-4187.841845818772,calibrated_simulator
988,69164.671875,68892.93358647599,69127.52694608197,-5401.151146648854,calibrated_simulator
989,67509.40625,68331.70491440283,68639.05771604566,-6758.034617054651,calibrated_simulator
990,66254.65625,66470.40982603081,67444.3644556606,-5938.111094282363,calibrated_simulator
991,63940.6171875,65460.54678116452,67214.16933863006,353.2238708701989,calibrated_simulator
992,66859.8515625,63814.71779237265,66133.32703456572,-10441.599247151524,calibrated_simulator
993,68353.4140625,66840.37021280757,67791.12091142927,-5069.033528550319,calibrated_simulator
994,68306.59375,68309.2559019697,68715.17128159486,-4523.046925130391,calibrated_simulator
995,66970.15625,67688.20819575732,67968.73108035544,-900.6143415406423,calibrated_simulator
996,70537.6875,71076.68327791512,70424.69676825509,-3532.296122261307,calibrated_simulator
997,68889.3984375,69806.23655828332,69161.46077544896,-4153.994968463159,calibrated_simulator
998,69165.2265625,68657.84688602199,68578.8841162509,-3882.077112358313,calibrated_simulator
999,69164.671875,68892.93358647599,68830.37394452073,-5149.825848206153,calibrated_simulator
1000,67509.40625,68331.70491440283,68393.66060179844,-6548.221192555671,calibrated_simulator
1001,66254.65625,66470.40982603081,67223.78201937213,-5782.044526431427,calibrated_simulator
1002,63940.6171875,65460.54678116452,66999.73949145287,660.8134309948409,calibrated_simulator
1003,66859.8515625,63814.71779237265,65937.46325220908,-10544.012256841646,calibrated_simulator
1004,68353.4140625,66840.37021280757,67629.38255326901,-5059.647472568591,calibrated_simulator
1005,68306.59375,68309.2559019697,68577.94757610228,-4510.4168236487385,calibrated_simulator
1006,66970.15625,67688.20819575732,67839.77403245559,-862.7842286036253,calibrated_simulator
1007,65541.15625,66344.42440925636,66663.72563688646,-3099.628570359725,calibrated_simulator
1008,68889.3984375,69806.23655828332,68527.8434663247,-3932.6985725792792,calibrated_simulator
1009,69165.2265625,68657.84688602199,67938.22615688524,-4382.053455310513,calibrated_simulator
1010,69164.671875,68892.93358647599,68379.57948579344,-4983.766278214508,calibrated_simulator
1011,67509.40625,68331.70491440283,68048.91657783111,-6232.483010660602,calibrated_simulator
1012,66254.65625,66470.40982603081,66932.63564295658,-5522.180377352939,calibrated_simulator
1013,63940.6171875,65460.54678116452,66723.82317771231,1071.264020265401,calibrated_simulator
1014,66859.8515625,63814.71779237265,65694.87432079331,-10637.788435409597,calibrated_simulator
1015,68353.4140625,66840.37021280757,67433.0534273959,-5025.29702561382,calibrated_simulator
1016,68306.59375,68309.2559019697,68414.07695698085,-4483.1824461533815,calibrated_simulator
1017,66970.15625,67688.20819575732,67687.91315333993,-810.9416045104786,calibrated_simulator
1018,65541.15625,66344.42440925636,66514.84390429751,-3098.4927535898146,calibrated_simulator
1019,65455.95703125,65110.54970094365,65593.76689889825,-3640.561320914746,calibrated_simulator
1020,69165.2265625,68657.84688602199,68013.16332738569,-3972.8282988424503,calibrated_simulator
1021,69164.671875,68892.93358647599,68136.24810838781,-4940.557484927115,calibrated_simulator
1022,67509.40625,68331.70491440283,67855.28726883007,-5466.104525012872,calibrated_simulator
1023,66254.65625,66470.40982603081,66796.57062927035,-4886.98315065247,calibrated_simulator
1024,63940.6171875,65460.54678116452,66597.9311520602,1547.151937378403,calibrated_simulator
1025,66859.8515625,63814.71779237265,65606.59320857696,-10494.548890060845,calibrated_simulator
1026,68353.4140625,66840.37021280757,67385.53549131066,-4881.046340525867,calibrated_simulator
1027,68306.59375,68309.2559019697,68392.97106280166,-4422.467052177284,calibrated_simulator
1028,66970.15625,67688.20819575732,67672.45097903648,-756.6517928428493,calibrated_simulator
1029,65541.15625,66344.42440925636,66495.03396007595,-3096.8412410116316,calibrated_simulator
1030,65455.95703125,65110.54970094365,65570.23019312728,-3641.3905693652805,calibrated_simulator
1031,65460.90234375,65191.627190317,65398.372195157,-4257.600421811092,calibrated_simulator
1032,69164.671875,68892.93358647599,67980.37557580293,-3508.6899912096287,calibrated_simulator
1033,67509.40625,68331.70491440283,67276.38385129592,-4467.5554909450275,calibrated_simulator
1034,66254.65625,66470.40982603081,66326.22460907671,-3817.187961787966,calibrated_simulator
1035,63940.6171875,65460.54678116452,66180.9878712122,2502.9274722728906,calibrated_simulator
1036,66859.8515625,63814.71779237265,65289.85804658261,-10271.189543847124,calibrated_simulator
1037,68353.4140625,66840.37021280757,67150.53616055928,-4618.715550849728,calibrated_simulator
1038,68306.59375,68309.2559019697,68211.05384002005,-4287.338509484013,calibrated_simulator
1039,66970.15625,67688.20819575732,67511.39650993852,-651.3863319630636,calibrated_simulator
1040,65541.15625,66344.42440925636,66342.0919952178,-3093.6754926006925,calibrated_simulator
1041,65455.95703125,65110.54970094365,65423.61430499248,-3634.9222435845722,calibrated_simulator
1042,65460.90234375,65191.627190317,65260.331147947996,-4242.718625675669,calibrated_simulator
1043,66060.625,65406.867415445595,65429.6973645285,-4176.993314071721,calibrated_simulator
1044,67509.40625,68331.70491440283,66373.13788266959,-2800.8222693798907,calibrated_simulator
1045,66254.65625,66470.40982603081,65352.38272549104,-3412.19224156402,calibrated_simulator
1046,63940.6171875,65460.54678116452,65318.34038955924,3836.2003874069924,calibrated_simulator
1047,66859.8515625,63814.71779237265,64675.46936559693,-10271.72101080302,calibrated_simulator
1048,68353.4140625,66840.37021280757,66693.49380814187,-4363.003503874112,calibrated_simulator
1049,68306.59375,68309.2559019697,67849.02477809087,-4152.559896959597,calibrated_simulator
1050,66970.15625,67688.20819575732,67191.82809019138,-528.8727002706473,calibrated_simulator
1051,65541.15625,66344.42440925636,66043.98022837455,-3103.8284859704445,calibrated_simulator
1052,65455.95703125,65110.54970094365,65142.07622903134,-3633.0552178668577,calibrated_simulator
1053,65460.90234375,65191.627190317,64996.374955496685,-4222.143310636476,calibrated_simulator
1054,66060.625,65406.867415445595,65183.03026002703,-4134.677192100727,calibrated_simulator
1055,66392.4375,66156.11090336593,65826.43024194322,-4996.028377615406,calibrated_simulator
1056,66254.65625,66470.40982603081,64668.43144513275,6218.768307952016,calibrated_simulator
1057,63940.6171875,65460.54678116452,64306.570629605376,4589.761977843345,calibrated_simulator
1058,66859.8515625,63814.71779237265,64085.8265549134,-10637.137209352612,calibrated_simulator
1059,68353.4140625,66840.37021280757,66334.31051119823,-4075.1543119673825,calibrated_simulator
1060,68306.59375,68309.2559019697,67611.1659890112,-4015.1318656990693,calibrated_simulator
1061,66970.15625,67688.20819575732,66998.13126524416,-392.4827641472789,calibrated_simulator
1062,65541.15625,66344.42440925636,65864.12449481916,-3121.4463368441416,calibrated_simulator
1063,65455.95703125,65110.54970094365,64972.382592130554,-3657.6158713481573,calibrated_simulator
1064,65460.90234375,65191.627190317,64838.52470338416,-4237.237485015598,calibrated_simulator
1065,66060.625,65406.867415445595,65037.9182130999,-4132.350614770601,calibrated_simulator
1066,66392.4375,66156.11090336593,65694.05399487834,-4984.063781286295,calibrated_simulator
1067,66994.59375,66596.64295854041,65911.15817973473,-3184.1961698187047,calibrated_simulator
1068,63940.6171875,65460.54678116452,63272.373011986056,-10166.255765484704,calibrated_simulator
1069,66859.8515625,63814.71779237265,63396.152778647,-10803.408043904317,calibrated_simulator
1070,68353.4140625,66840.37021280757,65958.35989906288,-3729.4128813590987,calibrated_simulator
1071,68306.59375,68309.2559019697,67437.16231472693,-3659.822415841902,calibrated_simulator
1072,66970.15625,67688.20819575732,66898.53115002238,40.574201183408604,calibrated_simulator
1073,65541.15625,66344.42440925636,65774.93842146802,-2844.4076376586463,calibrated_simulator
1074,65455.95703125,65110.54970094365,64888.48846805609,-3456.781358652179,calibrated_simulator
1075,65460.90234375,65191.627190317,64762.27566185843,-4073.767190677381,calibrated_simulator
1076,66060.625,65406.867415445595,64973.83204363986,-3987.333744803551,calibrated_simulator
1077,66392.4375,66156.11090336593,65639.07657549076,-4860.1315852810885,calibrated_simulator
1078,66994.59375,66596.64295854041,65864.81119345139,-3052.0880925635097,calibrated_simulator
1079,66440.671875,67139.51643691339,65768.62823402688,-3665.8122497702634,calibrated_simulator
1080,66859.8515625,63814.71779237265,63967.87451578943,429.97980561706026,calibrated_simulator
1081,68353.4140625,66840.37021280757,66032.36520036847,-1253.712277929843,calibrated_simulator
1082,68306.59375,68309.2559019697,67540.18377193557,-2173.643151844746,calibrated_simulator
1083,66970.15625,67688.20819575732,66994.23999418959,818.011845077106,calibrated_simulator
1084,65541.15625,66344.42440925636,65852.47664131844,-2691.201519594978,calibrated_simulator
1085,65455.95703125,65110.54970094365,64953.69646975524,-3459.8375287959557,calibrated_simulator
1086,65460.90234375,65191.627190317,64824.12652981702,-4136.009745434874,calibrated_simulator
1087,66060.625,65406.867415445595,65032.95138458379,-4057.431739136137,calibrated_simulator
1088,66392.4375,66156.11090336593,65702.42145088332,-4946.8113633216035,calibrated_simulator
1089,66994.59375,66596.64295854041,65924.79704058784,-3132.0354715677117,calibrated_simulator
1090,66440.671875,67139.51643691339,65828.1048941295,-3766.4818639081413,calibrated_simulator
1091,66808.84375,66649.87599010975,65172.589936429635,-2789.3666549197287,calibrated_simulator
