step,measured_boundary_heat_load_kw,simulator_delivered_heat_kw,pignn_v3_delivered_heat_kw,pignn_v3_energy_residual_kw,state_type
325,66060.1484375,64813.61401622843,63308.81913786272,657.7152777190863,calibrated_simulator
326,65782.8984375,65697.1406053584,64076.97395767286,-3935.4270444397807,calibrated_simulator
327,64293.828125,65133.93114874894,63810.893224933854,-3749.1811549354393,calibrated_simulator
328,63422.0390625,63591.8340577026,62856.972383395434,-2030.3617057886922,calibrated_simulator
329,62554.40625,62675.86776495813,62226.22557008781,-1584.332827795201,calibrated_simulator
330,62425.10546875,62243.85801248342,61987.38234679772,-4274.05536819391,calibrated_simulator
331,62697.76171875,62094.69052433142,61864.8114488325,-1777.9231248843748,calibrated_simulator
332,62434.265625,62499.294950720054,61959.03558670727,-4311.568667436179,calibrated_simulator
333,62015.9140625,62179.84876439471,61643.36249336636,-4048.817517347592,calibrated_simulator
334,61817.25390625,61699.513896667704,61238.837968292595,-2925.7668146091646,calibrated_simulator
335,61440.01953125,61610.466160522745,61133.59402082242,-4615.336775277151,calibrated_simulator
336,66060.1484375,64813.61401622843,63011.93038399371,-2799.790970002078,calibrated_simulator
337,65782.8984375,65697.1406053584,63671.28404926847,-4890.448936078794,calibrated_simulator
338,64293.828125,65133.93114874894,63524.711777029734,-2941.3765397885863,calibrated_simulator
339,63422.0390625,63591.8340577026,62656.066454936605,-1163.2297729853149,calibrated_simulator
340,62554.40625,62675.86776495813,62070.2335182933,-945.9984808394274,calibrated_simulator
341,62425.10546875,62243.85801248342,61854.188628285265,-3964.5364330737857,calibrated_simulator
342,62697.76171875,62094.69052433142,61755.73541709278,-1446.9466864521519,calibrated_simulator
343,62434.265625,62499.294950720054,61864.79948557567,-4159.341218506866,calibrated_simulator
344,62015.9140625,62179.84876439471,61557.93079466862,-3924.325815450554,calibrated_simulator
345,61817.25390625,61699.513896667704,61159.510529356296,-2797.7649129791143,calibrated_simulator
346,61440.01953125,61610.466160522745,61057.8172431686,-4522.934430521624,calibrated_simulator
347,61688.640625,61354.22877915489,60876.35482141911,-4559.520971188372,calibrated_simulator
348,65782.8984375,65697.1406053584,63032.34205041765,-967.4732798609122,calibrated_simulator
349,64293.828125,65133.93114874894,62914.756342264074,-2426.485965557168,calibrated_simulator
350,63422.0390625,63591.8340577026,62275.35228095536,-118.07943327886778,calibrated_simulator
351,62554.40625,62675.86776495813,61830.106605550216,37.66034183797956,calibrated_simulator
352,62425.10546875,62243.85801248342,61687.506260149145,-3485.7267358061827,calibrated_simulator
353,62697.76171875,62094.69052433142,61649.31523340172,-866.8326593918232,calibrated_simulator
354,62434.265625,62499.294950720054,61792.09262502137,-3862.584055855102,calibrated_simulator
355,62015.9140625,62179.84876439471,61503.91516577183,-3689.5138860667244,calibrated_simulator
356,61817.25390625,61699.513896667704,61117.830965659465,-2564.050224077693,calibrated_simulator
357,61440.01953125,61610.466160522745,61025.02673836643,-4355.0796677909975,calibrated_simulator
358,61688.640625,61354.22877915489,60850.759808757335,-4409.106687890937,calibrated_simulator
359,59261.23828125,61417.11434349414,61389.813945709284,614.4481667291066,calibrated_simulator
360,64293.828125,65133.93114874894,61968.99375688213,-103.04312897285718,calibrated_simulator
361,63422.0390625,63591.8340577026,61591.2951252094,-1023.4861828874828,calibrated_simulator
362,62554.40625,62675.86776495813,61414.96635375708,328.0096793588773,calibrated_simulator
363,62425.10546875,62243.85801248342,61417.88307125875,-3403.353589715983,calibrated_simulator
364,62697.76171875,62094.69052433142,61483.510407207665,-478.5141126303665,calibrated_simulator
365,62434.265625,62499.294950720054,61677.577447193355,-3779.6703191482106,calibrated_simulator
366,62015.9140625,62179.84876439471,61417.163892385994,-3641.186811916157,calibrated_simulator
367,61817.25390625,61699.513896667704,61048.80545613469,-2503.6407122444907,calibrated_simulator
368,61440.01953125,61610.466160522745,60967.247875196554,-4343.528250895646,calibrated_simulator
369,61688.640625,61354.22877915489,60802.08868298723,-4407.393505991331,calibrated_simulator
370,59261.23828125,61417.11434349414,61351.24088534219,766.6197143331456,calibrated_simulator
371,59858.015625,59041.75769864014,59788.06550510927,-9208.77773614015,calibrated_simulator
372,63422.0390625,63591.8340577026,60904.47701671001,421.1511243810164,calibrated_simulator
373,62554.40625,62675.86776495813,60867.79392502163,-698.2775913118121,calibrated_simulator
374,62425.10546875,62243.85801248342,61100.72966392924,-3812.213246530384,calibrated_simulator
375,62697.76171875,62094.69052433142,61338.51037548487,4.682078661335254,calibrated_simulator
376,62434.265625,62499.294950720054,61605.90021357114,-3697.8064992878285,calibrated_simulator
377,62015.9140625,62179.84876439471,61380.34864279717,-3620.2219477619615,calibrated_simulator
378,61817.25390625,61699.513896667704,61031.43521023727,-2487.589118366608,calibrated_simulator
379,61440.01953125,61610.466160522745,60959.07651622921,-4407.7158134316205,calibrated_simulator
380,61688.640625,61354.22877915489,60801.23327557339,-4476.688893460543,calibrated_simulator
381,59261.23828125,61417.11434349414,61355.88794079377,813.6526253084185,calibrated_simulator
382,59858.015625,59041.75769864014,59786.35798625561,-9323.631657619158,calibrated_simulator
383,60311.77734375,59664.496061766855,59966.21056810629,-8748.06913772433,calibrated_simulator
384,62554.40625,62675.86776495813,59959.390247945776,-4382.406217443169,calibrated_simulator
385,62425.10546875,62243.85801248342,60359.435118235364,-5948.924441160587,calibrated_simulator
386,62697.76171875,62094.69052433142,60938.222024079914,759.5193903329891,calibrated_simulator
387,62434.265625,62499.294950720054,61372.24799407056,-3353.932556557388,calibrated_simulator
388,62015.9140625,62179.84876439471,61230.127326350696,-3359.261992907554,calibrated_simulator
389,61817.25390625,61699.513896667704,60928.10982034804,-2276.7460611201427,calibrated_simulator
390,61440.01953125,61610.466160522745,60880.095374522134,-4354.422304882736,calibrated_simulator
391,61688.640625,61354.22877915489,60740.72074578991,-4448.883175255219,calibrated_simulator
392,59261.23828125,61417.11434349414,61308.225634398594,928.1058005592204,calibrated_simulator
393,59858.015625,59041.75769864014,59737.257800448984,-9374.44551083144,calibrated_simulator
394,60311.77734375,59664.496061766855,59924.868900339534,-8797.231149371033,calibrated_simulator
395,60491.26953125,60247.99008852974,60326.69030631916,-7453.02841791776,calibrated_simulator
396,62425.10546875,62243.85801248342,59774.79511949114,2820.074561252963,calibrated_simulator
397,62697.76171875,62094.69052433142,60448.876850648565,1778.186861431911,calibrated_simulator
398,62434.265625,62499.294950720054,61136.50081902763,-2776.5073235654177,calibrated_simulator
399,62015.9140625,62179.84876439471,61139.992044457984,-2775.0516668286054,calibrated_simulator
400,61817.25390625,61699.513896667704,60914.386605818145,-1809.8593598616847,calibrated_simulator
401,61440.01953125,61610.466160522745,60899.79346149476,-4176.401653747362,calibrated_simulator
402,61688.640625,61354.22877915489,60783.33203724504,-4341.032126550376,calibrated_simulator
403,59261.23828125,61417.11434349414,61366.590921703355,1070.0825086923114,calibrated_simulator
404,59858.015625,59041.75769864014,59793.317228218766,-9390.782224186962,calibrated_simulator
405,60311.77734375,59664.496061766855,59987.121263273046,-8823.933176982682,calibrated_simulator
406,60491.26953125,60247.99008852974,60396.58792568775,-7458.677536736868,calibrated_simulator
407,60594.21484375,60498.58377703901,60529.94455471594,-6546.616646583506,calibrated_simulator
408,62697.76171875,62094.69052433142,59502.22552526718,-2131.4674399812025,calibrated_simulator
409,62434.265625,62499.294950720054,60342.771767973885,-3903.5514325209892,calibrated_simulator
410,62015.9140625,62179.84876439471,60625.16962293634,-2355.5992820390265,calibrated_simulator
411,61817.25390625,61699.513896667704,60568.37443538049,-1285.7452348420861,calibrated_simulator
412,61440.01953125,61610.466160522745,60632.08438819961,-3990.223314257187,calibrated_simulator
413,61688.640625,61354.22877915489,60567.37254597784,-4231.750941909062,calibrated_simulator
414,59261.23828125,61417.11434349414,61170.93775828262,1227.1153180970678,calibrated_simulator
415,59858.015625,59041.75769864014,59609.09867230958,-9430.332030184894,calibrated_simulator
416,60311.77734375,59664.496061766855,59820.72781213417,-8844.187372414362,calibrated_simulator
417,60491.26953125,60247.99008852974,60246.4185001905,-7444.165611179509,calibrated_simulator
418,60594.21484375,60498.58377703901,60392.26317528613,-6516.445035417442,calibrated_simulator
419,60764.09765625,60592.04900242101,60461.944851800945,-5048.726813189341,calibrated_simulator
420,62434.265625,62499.294950720054,59464.003047322476,-1043.826402651108,calibrated_simulator
421,62015.9140625,62179.84876439471,59977.83025078541,-2475.245128075352,calibrated_simulator
422,61817.25390625,61699.513896667704,60240.322058132515,-329.21623258844556,calibrated_simulator
423,61440.01953125,61610.466160522745,60462.40387883634,-3448.9332899122046,calibrated_simulator
424,61688.640625,61354.22877915489,60492.74724238081,-3791.703408319058,calibrated_simulator
425,59261.23828125,61417.11434349414,61141.06860685628,1534.4657298012671,calibrated_simulator
426,59858.015625,59041.75769864014,59601.4205976411,-9316.826337753482,calibrated_simulator
427,60311.77734375,59664.496061766855,59835.283705085,-8730.974190285744,calibrated_simulator
428,60491.26953125,60247.99008852974,60279.91154373085,-7341.219188536514,calibrated_simulator
429,60594.21484375,60498.58377703901,60437.63947675624,-6417.238186722251,calibrated_simulator
430,60764.09765625,60592.04900242101,60514.84602338951,-4947.487682889341,calibrated_simulator
431,60947.734375,60545.098153461,60488.047009645656,-3880.1000424163394,calibrated_simulator
432,62015.9140625,62179.84876439471,59105.56737973532,670.154308216735,calibrated_simulator
433,61817.25390625,61699.513896667704,59623.81969927072,-503.59247569011495,calibrated_simulator
434,61440.01953125,61610.466160522745,60119.64190055063,-3129.9752251764717,calibrated_simulator
435,61688.640625,61354.22877915489,60326.46113413577,-3298.422803783888,calibrated_simulator
436,59261.23828125,61417.11434349414,61040.29748106455,1894.1949511021294,calibrated_simulator
437,59858.015625,59041.75769864014,59545.85677468435,-9230.487478144732,calibrated_simulator
438,60311.77734375,59664.496061766855,59813.02857345517,-8631.51637361142,calibrated_simulator
439,60491.26953125,60247.99008852974,60282.62027983639,-7266.409349880039,calibrated_simulator
440,60594.21484375,60498.58377703901,60456.29975195624,-6351.045751416723,calibrated_simulator
441,60764.09765625,60592.04900242101,60543.88295191697,-4878.409227822917,calibrated_simulator
442,60947.734375,60545.098153461,60523.72298705223,-3806.684315608174,calibrated_simulator
443,60957.96875,60874.84557134911,60803.9090407189,-3921.2495533283245,calibrated_simulator
444,61817.25390625,61699.513896667704,58751.639628741155,-2461.8198387916605,calibrated_simulator
445,61440.01953125,61610.466160522745,59430.44985482366,-4213.406727115443,calibrated_simulator
446,61688.640625,61354.22877915489,59959.97553873431,-2764.361859440091,calibrated_simulator
447,59261.23828125,61417.11434349414,60796.27210041993,2406.540476816528,calibrated_simulator
448,59858.015625,59041.75769864014,59401.0033043448,-9011.900891942634,calibrated_simulator
449,60311.77734375,59664.496061766855,59727.58793813739,-8394.433066573716,calibrated_simulator
450,60491.26953125,60247.99008852974,60236.666181586486,-7118.471516787964,calibrated_simulator
451,60594.21484375,60498.58377703901,60435.505938550574,-6241.716755253541,calibrated_simulator
452,60764.09765625,60592.04900242101,60539.61571897446,-4782.973022484075,calibrated_simulator
453,60947.734375,60545.098153461,60530.58482266199,-3714.493557244771,calibrated_simulator
454,60957.96875,60874.84557134911,60817.82790037932,-3861.2270502761335,calibrated_simulator
455,60921.21484375,60755.87549501647,60805.840473655255,-3939.5964247185543,calibrated_simulator
456,61440.01953125,61610.466160522745,58583.89956989739,-1771.6617065913713,calibrated_simulator
457,61688.640625,61354.22877915489,59342.850365086684,-2856.055338507357,calibrated_simulator
458,59261.23828125,61417.11434349414,60397.212242845504,2924.608015137425,calibrated_simulator
459,59858.015625,59041.75769864014,59226.08565602197,-8331.753744559035,calibrated_simulator
460,60311.77734375,59664.496061766855,59665.051512974365,-7694.035419350951,calibrated_simulator
461,60491.26953125,60247.99008852974,60240.847936871294,-6709.647924816746,calibrated_simulator
462,60594.21484375,60498.58377703901,60479.63623622084,-5961.0247257112915,calibrated_simulator
463,60764.09765625,60592.04900242101,60607.946944401054,-4573.827535800569,calibrated_simulator
464,60947.734375,60545.098153461,60613.747469696216,-3540.9891506761924,calibrated_simulator
465,60957.96875,60874.84557134911,60908.98644238774,-3743.827857296561,calibrated_simulator
466,60921.21484375,60755.87549501647,60900.223366841325,-3838.5207254588418,calibrated_simulator
467,61023.0234375,60670.47401719051,60873.573298019255,-2575.605400449519,calibrated_simulator
468,61688.640625,61354.22877915489,58551.4762524956,4535.4986483621915,calibrated_simulator
469,59261.23828125,61417.11434349414,59534.656486207605,2474.2688706916056,calibrated_simulator
470,59858.015625,59041.75769864014,58776.22463298976,-7484.517399862552,calibrated_simulator
471,60311.77734375,59664.496061766855,59425.68342032784,-6700.0948269724995,calibrated_simulator
472,60491.26953125,60247.99008852974,60118.034752215455,-6217.9065359680535,calibrated_simulator
473,60594.21484375,60498.58377703901,60424.08130239343,-5683.560742291118,calibrated_simulator
474,60764.09765625,60592.04900242101,60592.638103808065,-4400.59889081242,calibrated_simulator
475,60947.734375,60545.098153461,60624.20458292814,-3420.474965791764,calibrated_simulator
476,60957.96875,60874.84557134911,60934.36639718401,-3684.7850677649694,calibrated_simulator
477,60921.21484375,60755.87549501647,60934.528101020245,-3791.4497998161546,calibrated_simulator
478,61023.0234375,60670.47401719051,60914.225995873385,-2527.9766331133064,calibrated_simulator
479,61615.0078125,61009.03165086347,61282.95505013018,-3104.8567405995013,calibrated_simulator
480,59261.23828125,61417.11434349414,58572.18799928899,-4791.703970331535,calibrated_simulator
481,59858.015625,59041.75769864014,58119.17069900284,-5644.5328818603975,calibrated_simulator
482,60311.77734375,59664.496061766855,59062.95568491018,-5018.374437413708,calibrated_simulator
483,60491.26953125,60247.99008852974,59963.96676832366,-5445.129459561089,calibrated_simulator
484,60594.21484375,60498.58377703901,60393.35184966281,-5202.018064564855,calibrated_simulator
485,60764.09765625,60592.04900242101,60632.32486906854,-4091.6853146779663,calibrated_simulator
486,60947.734375,60545.098153461,60707.39907119049,-3214.654106824276,calibrated_simulator
487,60957.96875,60874.84557134911,61038.7152809053,-3566.620020975515,calibrated_simulator
488,60921.21484375,60755.87549501647,61051.947871399716,-3703.302347693609,calibrated_simulator
489,61023.0234375,60670.47401719051,61041.28671807934,-2456.4679416342174,calibrated_simulator
490,61615.0078125,61009.03165086347,61415.15480153739,-3053.8930149562693,calibrated_simulator
491,61775.26171875,61840.33631684947,62118.86595444674,-4857.703265108075,calibrated_simulator
492,59858.015625,59041.75769864014,57228.750113168084,-2308.9718233018557,calibrated_simulator
493,60311.77734375,59664.496061766855,58209.21916029257,-3886.9309824589527,calibrated_simulator
494,60491.26953125,60247.99008852974,59385.3141258232,-4338.724537851082,calibrated_simulator
495,60594.21484375,60498.58377703901,59994.66616741209,-4671.706153191659,calibrated_simulator
496,60764.09765625,60592.04900242101,60335.35331454929,-3873.124048737246,calibrated_simulator
497,60947.734375,60545.098153461,60472.60610939829,-3157.1062248044714,calibrated_simulator
498,60957.96875,60874.84557134911,60846.489374758974,-3621.6125926794666,calibrated_simulator
499,60921.21484375,60755.87549501647,60888.75315873561,-3763.949419586658,calibrated_simulator
500,61023.0234375,60670.47401719051,60901.699069006674,-2500.603975215831,calibrated_simulator
501,61615.0078125,61009.03165086347,61297.390370315334,-3101.7807024250733,calibrated_simulator
502,61775.26171875,61840.33631684947,62022.23322273592,-4914.181319306809,calibrated_simulator
503,63399.2421875,62159.71318086711,62101.05124241133,-2664.915259667479,calibrated_simulator
504,60311.77734375,59664.496061766855,57343.176843067326,-2567.1143891211905,calibrated_simulator
505,60491.26953125,60247.99008852974,58531.15043846935,-4206.152749018287,calibrated_simulator
506,60594.21484375,60498.58377703901,59450.94684498112,-3680.7797373017634,calibrated_simulator
507,60764.09765625,60592.04900242101,59993.15513969282,-3253.2887727792513,calibrated_simulator
508,60947.734375,60545.098153461,60245.44469370776,-2880.6836271472393,calibrated_simulator
509,60957.96875,60874.84557134911,60686.3802320943,-3582.0698672612425,calibrated_simulator
510,60921.21484375,60755.87549501647,60770.28289914779,-3785.896905498715,calibrated_simulator
511,61023.0234375,60670.47401719051,60813.450010778484,-2537.337812671275,calibrated_simulator
512,61615.0078125,61009.03165086347,61233.948180952786,-3159.107942099137,calibrated_simulator
513,61775.26171875,61840.33631684947,61979.94149431491,-4976.846377344085,calibrated_simulator
514,63399.2421875,62159.71318086711,62069.42354503442,-2681.16084927323,calibrated_simulator
515,65137.203125,63810.58696746887,62950.989408257505,6922.716236018536,calibrated_simulator
516,60491.26953125,60247.99008852974,57627.3234653335,-2145.994731213017,calibrated_simulator
517,60594.21484375,60498.58377703901,58631.963045681914,-3550.5736297636718,calibrated_simulator
518,60764.09765625,60592.04900242101,59513.03936563662,-2105.417196246602,calibrated_simulator
519,60947.734375,60545.098153461,59977.0773008703,-2108.8298661667495,calibrated_simulator
520,60957.96875,60874.84557134911,60526.143530588284,-3257.165284884619,calibrated_simulator
521,60921.21484375,60755.87549501647,60672.76888322268,-3622.590959587448,calibrated_simulator
522,61023.0234375,60670.47401719051,60757.418593371505,-2450.7215123891306,calibrated_simulator
523,61615.0078125,61009.03165086347,61207.7639419591,-3138.334434746228,calibrated_simulator
524,61775.26171875,61840.33631684947,61973.664709378594,-4981.196197212534,calibrated_simulator
525,63399.2421875,62159.71318086711,62079.031571841915,-2665.866614858138,calibrated_simulator
526,65137.203125,63810.58696746887,62978.7134955257,7030.2350487105705,calibrated_simulator
527,63020.65625,65288.53936411835,64242.987118236466,-9653.411177166525,calibrated_simulator
528,60594.21484375,60498.58377703901,57616.46946477661,-611.518405607157,calibrated_simulator
529,60764.09765625,60592.04900242101,58686.83040297185,-2106.6420645220414,calibrated_simulator
530,60947.734375,60545.098153461,59506.29084861134,-1107.0096211211826,calibrated_simulator
531,60957.96875,60874.84557134911,60247.75823090295,-2748.9398323262835,calibrated_simulator
532,60921.21484375,60755.87549501647,60499.07996461752,-3358.2656966120076,calibrated_simulator
533,61023.0234375,60670.47401719051,60646.62226311738,-2325.1236576546357,calibrated_simulator
534,61615.0078125,61009.03165086347,61138.978763312414,-3127.2912165822754,calibrated_simulator
535,61775.26171875,61840.33631684947,61931.96536687417,-5012.94367248397,calibrated_simulator
536,63399.2421875,62159.71318086711,62058.43426437155,-2670.963540832527,calibrated_simulator
537,65137.203125,63810.58696746887,62979.452959952025,7132.219785225285,calibrated_simulator
538,63020.65625,65288.53936411835,64257.30892615635,-9786.580171121812,calibrated_simulator
539,63123.60546875,63312.16704381768,62509.30760696275,-4738.649242938924,calibrated_simulator
540,60764.09765625,60592.04900242101,57745.06218166139,159.66471838220923,calibrated_simulator
541,60947.734375,60545.098153461,58762.77623124032,-1209.9065289606838,calibrated_simulator
542,60957.96875,60874.84557134911,59822.2099851182,-2054.451407429403,calibrated_simulator
543,60921.21484375,60755.87549501647,60261.30403676706,-2801.1509133502295,calibrated_simulator
544,61023.0234375,60670.47401719051,60512.33338964397,-2009.8586714630746,calibrated_simulator
545,61615.0078125,61009.03165086347,61066.148388909314,-3036.598140594922,calibrated_simulator
546,61775.26171875,61840.33631684947,61894.58519912234,-5028.187070981981,calibrated_simulator
547,63399.2421875,62159.71318086711,62049.128288889595,-2665.0082165864383,calibrated_simulator
548,65137.203125,63810.58696746887,62997.76391822408,7263.723367296675,calibrated_simulator
549,63020.65625,65288.53936411835,64289.60120034488,-9956.750253820614,calibrated_simulator
550,63123.60546875,63312.16704381768,62536.5386101451,-4777.346472858668,calibrated_simulator
551,66008.4375,63579.57229827663,62257.31740794192,3992.9415746151003,calibrated_simulator
552,60947.734375,60545.098153461,57771.873613937016,-963.6210077032935,calibrated_simulator
553,60957.96875,60874.84557134911,59052.93966308645,-2634.516059993838,calibrated_simulator
554,60921.21484375,60755.87549501647,59826.69308137129,-2002.2417191731918,calibrated_simulator
555,61023.0234375,60670.47401719051,60272.909631425544,-1368.1286679433615,calibrated_simulator
556,61615.0078125,61009.03165086347,60932.512984970184,-2778.3544592965563,calibrated_simulator
557,61775.26171875,61840.33631684947,61816.07031066186,-4988.5847990228785,calibrated_simulator
558,63399.2421875,62159.71318086711,62012.55876471975,-2609.7509370447747,calibrated_simulator
559,65137.203125,63810.58696746887,62998.348230447235,7465.212382311069,calibrated_simulator
560,63020.65625,65288.53936411835,64308.44888998556,-10166.40612318877,calibrated_simulator
561,63123.60546875,63312.16704381768,62550.50317989175,-4828.15794897992,calibrated_simulator
562,66008.4375,63579.57229827663,62274.68671393331,4024.7499341861744,calibrated_simulator
563,65722.2109375,66508.73106794109,64284.86634246214,-6188.8038512835965,calibrated_simulator
564,60957.96875,60874.84557134911,58065.30034484939,-486.67151645745025,calibrated_simulator
565,60921.21484375,60755.87549501647,59099.81987053834,-2035.1960923056386,calibrated_simulator
566,61023.0234375,60670.47401719051,59898.61798608401,-288.4492748393068,calibrated_simulator
567,61615.0078125,61009.03165086347,60756.89073294021,-2126.9437015017743,calibrated_simulator
568,61775.26171875,61840.33631684947,61734.7283511619,-4738.5855598756825,calibrated_simulator
569,63399.2421875,62159.71318086711,62000.73376030388,-2366.030311647497,calibrated_simulator
570,65137.203125,63810.58696746887,63043.97351695719,7869.975812297775,calibrated_simulator
571,63020.65625,65288.53936411835,64367.65873286412,-10324.974248733357,calibrated_simulator
572,63123.60546875,63312.16704381768,62602.90073122664,-4833.613695309603,calibrated_simulator
573,66008.4375,63579.57229827663,62335.69418177126,4100.516249811228,calibrated_simulator
574,65722.2109375,66508.73106794109,64355.76280688974,-6257.532646657749,calibrated_simulator
575,65823.25,66354.58421562261,64208.534772623876,-7344.071773936373,calibrated_simulator
576,60921.21484375,60755.87549501647,58005.5651980734,1099.7837160143154,calibrated_simulator
577,61023.0234375,60670.47401719051,59146.856357698474,-323.63901868014864,calibrated_simulator
578,61615.0078125,61009.03165086347,60365.73347055888,-1484.4213787278659,calibrated_simulator
579,61775.26171875,61840.33631684947,61519.93580961196,-4417.575165909882,calibrated_simulator
580,63399.2421875,62159.71318086711,61905.88604763978,-2032.2933641246764,calibrated_simulator
581,65137.203125,63810.58696746887,63032.90476105646,8335.884130389095,calibrated_simulator
582,63020.65625,65288.53936411835,64382.65064856721,-10601.037444514513,calibrated_simulator
583,63123.60546875,63312.16704381768,62612.66635620003,-4880.327613038368,calibrated_simulator
584,66008.4375,63579.57229827663,62357.56142920145,4155.796916342519,calibrated_simulator
585,65722.2109375,66508.73106794109,64393.17232854651,-6379.923579333756,calibrated_simulator
586,65823.25,66354.58421562261,64246.77270443636,-7418.51552048415,calibrated_simulator
587,67192.03125,66242.45907431343,63832.02488878906,1719.1378908714591,calibrated_simulator
588,61023.0234375,60670.47401719051,58032.57535156441,-295.7406863626916,calibrated_simulator
589,61615.0078125,61009.03165086347,59660.94406964985,-2119.2549530888086,calibrated_simulator
590,61775.26171875,61840.33631684947,61133.48891304638,-4104.2432930759915,calibrated_simulator
591,63399.2421875,62159.71318086711,61745.153129910956,-1366.7050687019623,calibrated_simulator
592,65137.203125,63810.58696746887,63008.727297012476,9131.210359285093,calibrated_simulator
593,63020.65625,65288.53936411835,64395.39922943599,-10892.872914534059,calibrated_simulator
594,63123.60546875,63312.16704381768,62621.50918359083,-4906.76422828307,calibrated_simulator
595,66008.4375,63579.57229827663,62384.60609471466,4269.731136571385,calibrated_simulator
596,65722.2109375,66508.73106794109,64439.335297155936,-6514.85541361506,calibrated_simulator
597,65823.25,66354.58421562261,64294.03200444616,-7507.515820613607,calibrated_simulator
598,67192.03125,66242.45907431343,63878.05407804207,1725.0785631196518,calibrated_simulator
599,67825.71875,67800.62468355994,64947.845336384715,-3066.228334670191,calibrated_simulator
600,61615.0078125,61009.03165086347,58697.63951952221,-2321.5218734431314,calibrated_simulator
601,61775.26171875,61840.33631684947,60534.896503233824,-4791.903796033803,calibrated_simulator
602,63399.2421875,62159.71318086711,61559.28251083977,-196.88362671355844,calibrated_simulator
603,65137.203125,63810.58696746887,63053.28106183339,10530.116426365497,calibrated_simulator
604,63020.65625,65288.53936411835,64481.485223433585,-11047.782293287823,calibrated_simulator
605,63123.60546875,63312.16704381768,62702.63063084107,-4823.749956821027,calibrated_simulator
606,66008.4375,63579.57229827663,62491.99402458886,4541.783538273272,calibrated_simulator
607,65722.2109375,66508.73106794109,64564.806053454486,-6615.601459653023,calibrated_simulator
608,65823.25,66354.58421562261,64415.208442080715,-7592.91845809177,calibrated_simulator
609,67192.03125,66242.45907431343,63995.950584095306,1752.3182130068062,calibrated_simulator
610,67825.71875,67800.62468355994,65064.34527298219,-3096.8567227503654,calibrated_simulator
611,68035.5625,68450.66801127329,65460.57249123054,-4281.024207285234,calibrated_simulator
612,61775.26171875,61840.33631684947,59604.34536836887,1676.6510280830676,calibrated_simulator
613,63399.2421875,62159.71318086711,61190.512663840746,575.9314118229722,calibrated_simulator
614,65137.203125,63810.58696746887,63093.99846314882,12171.40027954886,calibrated_simulator
615,63020.65625,65288.53936411835,64583.1535093204,-11083.984171736243,calibrated_simulator
616,63123.60546875,63312.16704381768,62813.58703174392,-4597.409243386697,calibrated_simulator
617,66008.4375,63579.57229827663,62652.045185274714,4977.695469331229,calibrated_simulator
618,65722.2109375,66508.73106794109,64747.34618978741,-6712.4371223344815,calibrated_simulator
619,65823.25,66354.58421562261,64590.384182618065,-7686.755163877252,calibrated_simulator
620,67192.03125,66242.45907431343,64169.07169568429,1786.4136141230515,calibrated_simulator
621,67825.71875,67800.62468355994,65235.32170321115,-3144.4109590545127,calibrated_simulator
622,68035.5625,68450.66801127329,65624.73267846619,-4328.147177411801,calibrated_simulator
623,67857.5390625,68368.69748474818,65367.48843333777,-3224.3466623201666,calibrated_simulator
624,63399.2421875,62159.71318086711,60327.413503321746,13877.883262629482,calibrated_simulator
625,65137.203125,63810.58696746887,62875.58625595193,12492.837139213712,calibrated_simulator
626,63020.65625,65288.53936411835,64472.861267269705,-11449.597138165424,calibrated_simulator
627,63123.60546875,63312.16704381768,62733.020520574384,-4343.483536229349,calibrated_simulator
628,66008.4375,63579.57229827663,62648.93915772336,5438.319305015244,calibrated_simulator
629,65722.2109375,66508.73106794109,64791.77152770002,-7000.953833160218,calibrated_simulator
630,65823.25,66354.58421562261,64638.02056379545,-7891.362808732976,calibrated_simulator
631,67192.03125,66242.45907431343,64214.65026384385,1750.0984111110079,calibrated_simulator
632,67825.71875,67800.62468355994,65285.68958466258,-3267.9445824392797,calibrated_simulator
633,68035.5625,68450.66801127329,65674.18951307844,-4430.291261953329,calibrated_simulator
634,67857.5390625,68368.69748474818,65411.610527876146,-3299.3290642218935,calibrated_simulator
635,68844.421875,68569.93257387438,65526.52669280781,-3507.7561704807626,calibrated_simulator
636,65137.203125,63810.58696746887,62160.5083165446,-8048.249278265257,calibrated_simulator
637,63020.65625,65288.53936411835,63892.43049035826,-12005.88608233385,calibrated_simulator
638,63123.60546875,63312.16704381768,62339.98900054445,-4229.754519817656,calibrated_simulator
639,66008.4375,63579.57229827663,62475.40406956529,6774.639942464713,calibrated_simulator
640,65722.2109375,66508.73106794109,64715.670405594574,-7145.850508799458,calibrated_simulator
641,65823.25,66354.58421562261,64586.01110304101,-8063.378365571215,calibrated_simulator
642,67192.03125,66242.45907431343,64175.61404608761,1891.2089158665895,calibrated_simulator
643,67825.71875,67800.62468355994,65260.361378819645,-3338.99977118484,calibrated_simulator
644,68035.5625,68450.66801127329,65653.78669530682,-4518.5598236443,calibrated_simulator
645,67857.5390625,68368.69748474818,65389.93262720473,-3364.3510183427247,calibrated_simulator
646,68844.421875,68569.93257387438,65504.15078086583,-3574.518888268643,calibrated_simulator
647,71047.0390625,70299.1501469773,67337.32537511244,-1943.820053403152,calibrated_simulator
648,63020.65625,65288.53936411835,62861.08650067422,-3709.6986788540253,calibrated_simulator
649,63123.60546875,63312.16704381768,62152.946667977376,-3649.4187867261526,calibrated_simulator
650,66008.4375,63579.57229827663,62801.67895814558,10393.87012242926,calibrated_simulator
